product_content_id,event_date,price,sold_count,visit_count,basket_count,favored_count,category_sold,category_brand_sold,category_visits,ty_visits
5926527,2020-03-18,NaN,0,17,1,1,176,52,50007,51866601
85004,2020-03-18,75.9,31,1283,154,110,337,12,109683,51866601
31515569,2020-03-18,39.99,356,13391,2434,568,1143,63,352430,51866601
4066298,2020-03-18,64.92,370,4632,955,157,259,64,84183,51866601
85004,2020-03-17,75.85,39,1269,171,127,318,10,108221,49698902
5926527,2020-03-17,NaN,0,22,1,1,207,60,64388,49698902
4066298,2020-03-17,64.97,417,4741,960,155,267,57,68996,49698902
7061886,2020-03-17,213.93,25,1239,108,37,92,11,89472,49698902
3904356,2020-03-17,NaN,0,57,2,1,901,173,654982,49698902
32939029,2020-03-17,113.02,68,4614,487,314,178,83,47967,49698902
31515569,2020-03-17,39.99,378,12784,1969,647,1244,52,374248,49698902
6676673,2020-03-17,135.18,251,16430,1412,212,227,18,225902,49698902
85004,2020-03-16,75.9,18,836,107,66,312,9,87168,51430128
31515569,2020-03-16,39.99,432,19203,2628,887,996,59,394351,51430128
6676673,2020-03-16,131.87,367,16676,1744,232,252,17,166435,51430128
3904356,2020-03-16,NaN,0,45,1,1,755,144,601717,51430128
4066298,2020-03-16,64.99,315,2253,698,72,281,55,47749,51430128
5926527,2020-03-16,NaN,0,11,0,0,148,73,68627,51430128
32939029,2020-03-16,100.29,156,3911,603,266,184,91,41929,51430128
7061886,2020-03-16,208.9,34,1464,119,52,104,9,74939,51430128
6676673,2020-03-15,128.29,412,18280,1732,236,229,16,183399,59021770
7061886,2020-03-15,208.9,54,1883,158,71,108,9,90551,59021770
5926527,2020-03-15,NaN,0,25,0,3,151,87,82107,59021770
32939029,2020-03-15,99.06,187,3736,632,199,152,72,41056,59021770
4066298,2020-03-15,65.16,149,1794,379,48,222,51,35044,59021770
31515569,2020-03-15,39.99,471,21702,2574,932,1127,67,500287,59021770
85004,2020-03-15,75.88,11,745,62,55,323,9,94713,59021770
3904356,2020-03-15,NaN,0,60,0,0,863,142,777548,59021770
7061886,2020-03-14,208.9,29,1410,128,42,99,8,96870,57091442
4066298,2020-03-14,64.6,138,1754,403,38,192,44,35126,57091442
32939029,2020-03-14,98.46,161,4099,680,211,164,95,45075,57091442
5926527,2020-03-14,NaN,0,26,0,2,142,94,78054,57091442
6676673,2020-03-14,130.45,312,18412,1693,214,236,13,174955,57091442
31515569,2020-03-14,39.99,345,18685,2434,777,1034,63,481852,57091442
3904356,2020-03-14,NaN,0,41,0,0,825,126,808051,57091442
85004,2020-03-14,74.29,12,726,78,38,292,9,100218,57091442
4066298,2020-03-13,61.95,266,2759,660,62,254,60,63714,59896562
3904356,2020-03-13,NaN,0,56,0,1,1091,166,853126,59896562
31515569,2020-03-13,38.52,401,16295,2613,706,1198,65,436634,59896562
5926527,2020-03-13,NaN,0,26,0,2,141,99,58654,59896562
6676673,2020-03-13,129.74,495,24600,2631,278,257,15,203717,59896562
7061886,2020-03-13,208.9,31,1424,145,41,102,12,79312,59896562
32939029,2020-03-13,97.99,291,8686,1164,547,219,110,71323,59896562
85004,2020-03-13,73.52,38,1313,179,86,361,11,129905,59896562
5926527,2020-03-12,NaN,0,66,0,2,224,148,80608,84531820
3904356,2020-03-12,NaN,0,50,0,0,1480,126,1197009,84531820
31515569,2020-03-12,35.99,1309,37645,6104,1413,1590,75,699233,84531820
6676673,2020-03-12,131.2,1031,42883,5417,345,327,22,285101,84531820
85004,2020-03-12,72.39,58,2136,258,126,449,14,186267,84531820
7061886,2020-03-12,208.9,76,2583,230,83,141,14,127276,84531820
4066298,2020-03-12,59.5,608,5549,1587,147,308,68,110980,84531820
32939029,2020-03-12,98.07,508,16451,2367,994,238,114,130561,84531820
4066298,2020-03-11,57.73,1335,8300,2631,288,378,78,164860,105344843
7061886,2020-03-11,208.9,67,3178,271,149,158,17,167706,105344843
3904356,2020-03-11,NaN,0,48,0,1,1705,145,1420108,105344843
31515569,2020-03-11,35.97,1243,32962,5102,1270,1775,77,719556,105344843
5926527,2020-03-11,NaN,0,81,6,2,296,164,109563,105344843
85004,2020-03-11,72.47,69,1911,284,114,486,14,245900,105344843
6676673,2020-03-11,135.91,812,36167,3684,390,378,22,329907,105344843
32939029,2020-03-11,98.14,423,11704,1758,802,284,133,117252,105344843
32939029,2020-03-10,98.2,768,21594,4120,1149,265,121,197783,145400368
31515569,2020-03-10,35.99,1783,53627,9776,2057,2010,79,1043456,145400368
5926527,2020-03-10,24.99,1,145,6,11,398,190,156555,145400368
4066298,2020-03-10,57.87,1189,11282,3410,402,274,63,142914,145400368
85004,2020-03-10,73.13,71,2411,360,136,557,14,331536,145400368
7061886,2020-03-10,209.53,101,3979,369,166,159,14,205954,145400368
3904356,2020-03-10,NaN,0,56,12,0,2145,191,2323222,145400368
6676673,2020-03-10,130.42,1412,56235,7131,544,404,23,403835,145400368
4066298,2020-03-09,59.13,417,6219,1854,196,189,43,61303,82033562
5926527,2020-03-09,NaN,0,47,2,3,200,150,99397,82033562
32939029,2020-03-09,99.94,177,4908,1165,386,158,85,79632,82033562
31515569,2020-03-09,37.56,857,27734,5508,1251,1269,74,632244,82033562
6676673,2020-03-09,128.99,872,32229,3902,504,253,17,226148,82033562
7061886,2020-03-09,215.5,34,2870,236,151,88,13,111234,82033562
3904356,2020-03-09,NaN,0,41,1,0,1297,122,1293333,82033562
85004,2020-03-09,74.8,27,1368,183,87,329,10,176178,82033562
5926527,2020-03-08,NaN,0,30,1,0,170,116,89142,63842208
85004,2020-03-08,74.96,15,912,75,56,340,11,128353,63842208
32939029,2020-03-08,115.92,30,1259,138,69,147,76,40043,63842208
3904356,2020-03-08,NaN,0,49,2,0,1042,121,1031700,63842208
31515569,2020-03-08,39.99,579,25313,3205,1113,1190,64,503477,63842208
6676673,2020-03-08,134.71,534,25573,2456,308,237,17,186338,63842208
7061886,2020-03-08,229,14,1606,89,77,84,7,69851,63842208
4066298,2020-03-08,59.27,170,1858,459,59,157,39,22802,63842208
3904356,2020-03-07,NaN,0,43,0,0,980,117,980075,60469111
85004,2020-03-07,74.39,20,1700,164,111,349,11,177580,60469111
4066298,2020-03-07,59.03,169,1751,438,41,137,25,21704,60469111
31515569,2020-03-07,39.99,430,19168,2593,891,1118,68,491334,60469111
32939029,2020-03-07,114.55,29,1316,138,77,112,65,34419,60469111
7061886,2020-03-07,229,22,1443,103,60,69,10,51092,60469111
5926527,2020-03-07,NaN,0,28,0,0,126,88,83087,60469111
6676673,2020-03-07,134.84,431,24882,2203,247,222,17,175290,60469111
4066298,2020-03-06,59.08,203,1974,453,57,191,35,27104,62641719
32939029,2020-03-06,105.21,66,3287,441,226,NaN,NaN,NaN,62641719
31515569,2020-03-06,39.94,543,16418,2415,787,1075,66,447378,62641719
7061886,2020-03-06,229,19,1171,75,37,95,11,68897,62641719
3904356,2020-03-06,NaN,0,58,2,1,1088,116,927448,62641719
5926527,2020-03-06,NaN,0,29,0,1,197,153,89149,62641719
85004,2020-03-06,74.52,71,4810,435,326,485,14,355364,62641719
6676673,2020-03-06,135.67,514,29319,2589,288,242,19,198653,62641719
4066298,2020-03-05,59.42,267,2622,722,68,201,43,30367,61387609
85004,2020-03-05,74.03,7,689,45,64,325,10,98140,61387609
31515569,2020-03-05,39.99,602,20594,3195,1079,1128,73,502281,61387609
32939029,2020-03-05,114.69,32,1481,172,88,NaN,NaN,NaN,61387609
6676673,2020-03-05,134.42,357,23783,1686,207,231,16,206482,61387609
5926527,2020-03-05,NaN,0,20,0,2,181,139,84982,61387609
7061886,2020-03-05,229,17,1263,67,39,138,13,137760,61387609
3904356,2020-03-05,NaN,0,79,2,0,1104,92,1033471,61387609
6676673,2020-03-04,134.66,365,17030,1459,188,236,15,185811,58302117
31515569,2020-03-04,39.99,611,23487,3530,1214,1175,72,517671,58302117
85004,2020-03-04,73.91,19,632,66,35,307,11,95765,58302117
4066298,2020-03-04,59.13,295,2763,781,60,177,39,29044,58302117
7061886,2020-03-04,229,25,1356,79,33,152,16,130155,58302117
3904356,2020-03-04,NaN,0,80,2,0,1142,97,1006275,58302117
5926527,2020-03-04,NaN,0,22,1,0,167,126,76994,58302117
32939029,2020-03-04,106.03,72,2654,400,209,NaN,NaN,NaN,58302117
85004,2020-03-03,74.01,9,862,67,45,329,9,91825,58125776
32939029,2020-03-03,109.01,38,1422,232,87,NaN,NaN,NaN,58125776
5926527,2020-03-03,NaN,0,29,3,3,146,122,70785,58125776
4066298,2020-03-03,59.35,213,2151,626,67,183,37,26406,58125776
6676673,2020-03-03,134.68,401,15635,1386,191,258,23,191279,58125776
7061886,2020-03-03,226.01,26,1351,91,54,143,20,136353,58125776
31515569,2020-03-03,39.99,532,17339,2824,828,1106,69,491123,58125776
3904356,2020-03-03,129.99,1,94,2,1,1104,119,973011,58125776
4066298,2020-03-02,59.2,239,1800,548,51,165,36,22865,58108982
3904356,2020-03-02,NaN,0,76,1,3,1127,103,1000823,58108982
7061886,2020-03-02,221.22,38,1905,191,117,167,19,176891,58108982
32939029,2020-03-02,104.9,69,2045,369,142,NaN,NaN,NaN,58108982
5926527,2020-03-02,NaN,0,17,1,1,157,112,65780,58108982
85004,2020-03-02,75.9,31,1259,182,81,372,12,120545,58108982
31515569,2020-03-02,39.99,536,13697,2401,655,1091,72,446117,58108982
6676673,2020-03-02,136.89,325,14808,1322,189,242,13,184557,58108982
6676673,2020-03-01,137.39,233,14146,1000,186,213,14,158647,58102364
5926527,2020-03-01,24.99,1,30,1,1,162,114,89610,58102364
32939029,2020-03-01,113.85,23,1057,130,87,NaN,NaN,NaN,58102364
31515569,2020-03-01,39.99,471,16109,2248,789,1023,61,431693,58102364
3904356,2020-03-01,NaN,0,113,2,0,1067,115,1173522,58102364
85004,2020-03-01,76.61,7,589,46,44,283,10,84081,58102364
7061886,2020-03-01,214.07,27,1241,135,75,157,19,140222,58102364
4066298,2020-03-01,59.26,206,1491,531,45,165,37,23486,58102364
4066298,2020-02-29,62.73,104,1467,377,42,144,27,21754,55435829
7061886,2020-02-29,214.47,19,1355,87,65,157,19,124770,55435829
5926527,2020-02-29,NaN,0,32,1,0,159,116,87632,55435829
31515569,2020-02-29,39.99,469,15568,2304,757,1076,65,432022,55435829
32939029,2020-02-29,115.11,17,860,110,66,NaN,NaN,NaN,55435829
3904356,2020-02-29,NaN,0,86,1,0,1030,110,1131948,55435829
6676673,2020-02-29,133.39,213,13274,951,177,198,17,128244,55435829
85004,2020-02-29,74.61,7,528,35,40,263,8,73661,55435829
4066298,2020-02-28,64.63,89,1479,336,35,158,35,25565,58900979
32939029,2020-02-28,117.13,14,893,106,51,NaN,NaN,NaN,58900979
31515569,2020-02-28,39.99,429,15458,2431,773,986,63,415871,58900979
7061886,2020-02-28,219.14,22,1090,84,44,146,21,117085,58900979
3904356,2020-02-28,NaN,0,84,1,1,974,85,971972,58900979
5926527,2020-02-28,NaN,0,35,0,2,156,121,77792,58900979
6676673,2020-02-28,135.29,176,12945,959,166,202,17,129371,58900979
85004,2020-02-28,75.9,2,434,34,30,282,7,76392,58900979
5926527,2020-02-27,NaN,0,21,0,1,152,106,60948,57672688
6676673,2020-02-27,136.09,269,51860,2737,180,244,17,198141,57672688
32939029,2020-02-27,114.72,37,1180,161,82,NaN,NaN,NaN,57672688
7061886,2020-02-27,222,21,1203,84,49,151,19,131476,57672688
3904356,2020-02-27,NaN,0,24,0,0,1135,97,1070516,57672688
85004,2020-02-27,75.9,4,467,37,31,271,7,75634,57672688
31515569,2020-02-27,39.99,610,17019,2652,925,1126,50,457044,57672688
4066298,2020-02-27,62.14,125,1851,383,52,173,39,28191,57672688
31515569,2020-02-26,39.99,633,17959,2648,1008,1425,52,471083,56660562
6676673,2020-02-26,136.59,262,31462,1597,186,254,19,168811,56660562
7061886,2020-02-26,223.15,13,1206,72,34,148,22,115892,56660562
85004,2020-02-26,77.08,5,545,49,35,305,8,77808,56660562
5926527,2020-02-26,NaN,0,20,0,2,127,98,62764,56660562
32939029,2020-02-26,104.9,39,1456,224,86,NaN,NaN,NaN,56660562
4066298,2020-02-26,59.43,343,3987,1036,126,194,49,48243,56660562
3904356,2020-02-26,NaN,0,42,0,1,1195,100,1099273,56660562
31515569,2020-02-25,39.99,676,18513,2633,961,1058,56,425577,61108848
6676673,2020-02-25,133.25,316,28559,1607,202,266,24,175000,61108848
7061886,2020-02-25,225.25,24,1258,82,34,180,26,120934,61108848
4066298,2020-02-25,65.06,116,3560,483,83,175,39,40436,61108848
32939029,2020-02-25,127,2,551,40,21,NaN,NaN,NaN,61108848
5926527,2020-02-25,NaN,0,36,0,0,167,110,71315,61108848
3904356,2020-02-25,NaN,0,44,0,0,1151,94,1034039,61108848
85004,2020-02-25,75.73,12,777,49,60,311,8,82057,61108848
7061886,2020-02-24,218.15,27,1525,94,35,164,21,128481,55582472
5926527,2020-02-24,NaN,0,31,0,0,156,108,70932,55582472
3904356,2020-02-24,NaN,0,56,2,0,1137,84,1086758,55582472
32939029,2020-02-24,128.13,8,669,42,29,NaN,NaN,NaN,55582472
31515569,2020-02-24,39.99,802,22813,3314,1234,1066,49,474655,55582472
6676673,2020-02-24,133.4,361,30203,1686,237,277,24,187771,55582472
85004,2020-02-24,74,7,1002,57,56,317,7,104134,55582472
4066298,2020-02-24,64.77,115,1575,298,56,172,33,26878,55582472
5926527,2020-02-23,NaN,0,34,0,1,171,99,77454,61580138
85004,2020-02-23,74.48,12,585,46,35,312,14,105265,61580138
3904356,2020-02-23,NaN,0,53,0,0,1135,76,1315785,61580138
32939029,2020-02-23,128,7,712,51,30,NaN,NaN,NaN,61580138
6676673,2020-02-23,130.6,302,22076,1553,195,234,19,179873,61580138
7061886,2020-02-23,211,29,1773,113,52,170,21,148255,61580138
4066298,2020-02-23,64.77,81,1354,251,34,150,36,23400,61580138
31515569,2020-02-23,39.96,1007,33098,5133,2036,1117,49,506354,61580138
31515569,2020-02-22,39.99,568,29750,3351,1986,1027,46,480176,58840750
32939029,2020-02-22,128,2,740,44,28,NaN,NaN,NaN,58840750
6676673,2020-02-22,131.94,282,24375,1395,162,241,21,179121,58840750
85004,2020-02-22,73.91,8,551,37,34,294,7,93048,58840750
5926527,2020-02-22,NaN,0,28,0,3,161,104,70166,58840750
3904356,2020-02-22,NaN,0,46,0,0,1166,91,1316504,58840750
4066298,2020-02-22,64.75,79,1212,235,33,140,40,22479,58840750
7061886,2020-02-22,211,29,1396,83,37,139,18,128829,58840750
4066298,2020-02-21,63.3,108,1740,478,46,158,35,27024,57823461
32939029,2020-02-21,123.02,13,1087,94,43,NaN,NaN,NaN,57823461
5926527,2020-02-21,NaN,0,29,1,1,144,92,61659,57823461
85004,2020-02-21,73.24,8,540,40,30,301,8,90039,57823461
3904356,2020-02-21,NaN,0,18,0,0,1202,57,1194237,57823461
31515569,2020-02-21,39.99,464,22154,2597,1164,1099,47,443761,57823461
7061886,2020-02-21,211,20,1369,77,37,137,17,114731,57823461
6676673,2020-02-21,131.38,358,26320,1861,218,246,17,195268,57823461
85004,2020-02-20,74.71,24,866,112,49,351,10,115787,63936451
4066298,2020-02-20,58.99,315,2599,826,58,176,41,38794,63936451
5926527,2020-02-20,24.99,2,36,1,0,171,113,81433,63936451
3904356,2020-02-20,NaN,0,58,0,0,1223,69,1322808,63936451
6676673,2020-02-20,130.64,658,28898,2263,277,262,17,219376,63936451
7061886,2020-02-20,211,27,1919,138,68,161,18,133840,63936451
32939029,2020-02-20,105.67,85,2834,379,149,NaN,NaN,NaN,63936451
31515569,2020-02-20,39.99,495,20784,2483,1117,1244,56,474585,63936451
4066298,2020-02-19,59.29,304,3885,838,86,201,44,49618,61475420
6676673,2020-02-19,133.61,476,27002,2379,257,299,22,204969,61475420
3904356,2020-02-19,NaN,0,39,0,0,1296,124,1237008,61475420
32939029,2020-02-19,105.1,104,4129,593,307,NaN,NaN,NaN,61475420
85004,2020-02-19,72.9,11,571,45,29,326,9,97958,61475420
31515569,2020-02-19,39.99,510,22524,2763,1163,1317,56,521727,61475420
5926527,2020-02-19,NaN,0,35,1,2,178,120,85812,61475420
7061886,2020-02-19,210.88,28,1649,101,62,161,20,116614,61475420
32939029,2020-02-18,115.97,38,1417,200,73,NaN,NaN,NaN,61034188
85004,2020-02-18,73.63,11,630,69,39,340,12,113940,61034188
5926527,2020-02-18,NaN,0,24,0,1,172,112,94548,61034188
4066298,2020-02-18,64.87,134,1687,312,33,168,39,28251,61034188
31515569,2020-02-18,39.99,519,21257,3132,1402,1406,54,552226,61034188
7061886,2020-02-18,211.61,23,1801,104,48,152,22,125045,61034188
6676673,2020-02-18,133.99,525,29799,3049,315,258,21,229487,61034188
3904356,2020-02-18,NaN,0,53,0,0,1313,129,1411565,61034188
32939029,2020-02-17,116.42,35,1392,143,75,NaN,NaN,NaN,58189180
3904356,2020-02-17,NaN,0,64,1,0,1331,147,1371621,58189180
6676673,2020-02-17,137.56,408,27901,2144,272,309,22,222091,58189180
85004,2020-02-17,73,14,595,46,45,310,9,99192,58189180
7061886,2020-02-17,211.11,36,1973,119,48,141,18,138046,58189180
31515569,2020-02-17,39.99,540,18677,2304,974,1373,60,532583,58189180
5926527,2020-02-17,NaN,0,40,2,5,205,152,109571,58189180
4066298,2020-02-17,65.37,140,2271,623,63,175,36,39859,58189180
5926527,2020-02-16,24.99,1,50,3,4,203,127,133943,66134544
7061886,2020-02-16,211.04,28,2118,123,51,159,19,151389,66134544
3904356,2020-02-16,NaN,0,80,0,0,1327,167,1747081,66134544
4066298,2020-02-16,65.03,124,1988,469,51,152,38,29721,66134544
32939029,2020-02-16,117.02,40,1944,205,89,NaN,NaN,NaN,66134544
6676673,2020-02-16,134.87,365,28815,1922,258,279,22,250328,66134544
31515569,2020-02-16,39.99,537,23050,2643,1325,1150,58,537401,66134544
85004,2020-02-16,73,7,653,57,26,325,11,116921,66134544
31515569,2020-02-15,39.99,502,22220,2758,1364,1123,58,485370,63290542
6676673,2020-02-15,136.2,387,26972,1826,269,264,21,256117,63290542
85004,2020-02-15,72.98,8,686,73,36,298,11,108569,63290542
4066298,2020-02-15,65.02,129,2217,337,56,160,33,28719,63290542
32939029,2020-02-15,117.65,28,2026,232,127,NaN,NaN,NaN,63290542
3904356,2020-02-15,NaN,0,73,1,0,1308,153,1828536,63290542
7061886,2020-02-15,211.09,29,2336,97,36,147,18,144471,63290542
5926527,2020-02-15,NaN,0,20,0,0,188,115,126853,63290542
6676673,2020-02-14,137.35,382,27813,1918,287,278,21,247791,63801206
85004,2020-02-14,73.91,16,952,103,42,328,11,109056,63801206
4066298,2020-02-14,65.02,78,1553,208,40,135,29,21890,63801206
32939029,2020-02-14,104.66,235,7835,1057,462,NaN,NaN,NaN,63801206
5926527,2020-02-14,NaN,0,29,0,1,195,121,91338,63801206
7061886,2020-02-14,211.47,19,2717,130,53,143,15,138205,63801206
3904356,2020-02-14,NaN,0,65,1,1,1370,137,1663798,63801206
31515569,2020-02-14,39.99,496,21694,2717,1352,1215,61,450842,63801206
4066298,2020-02-13,63.81,146,2216,372,55,157,41,26527,62774288
6676673,2020-02-13,138.2,358,27245,1847,275,308,22,264537,62774288
31515569,2020-02-13,39.99,632,29733,3680,1970,1133,59,568573,62774288
7061886,2020-02-13,209.37,27,2239,148,65,145,16,137692,62774288
3904356,2020-02-13,NaN,0,107,0,0,1402,85,2030202,62774288
32939029,2020-02-13,113.83,57,1891,242,106,NaN,NaN,NaN,62774288
85004,2020-02-13,69.92,17,1008,99,53,309,10,91933,62774288
5926527,2020-02-13,NaN,0,38,0,2,192,137,125599,62774288
4066298,2020-02-12,59.21,406,4719,969,96,170,34,37801,60002982
31515569,2020-02-12,39.99,563,24639,2851,1191,1284,68,555179,60002982
6676673,2020-02-12,137.95,395,27350,1908,257,296,26,267957,60002982
85004,2020-02-12,70.18,17,1461,101,98,316,8,101154,60002982
3904356,2020-02-12,NaN,0,118,3,2,1504,110,1617106,60002982
7061886,2020-02-12,206.16,34,1988,132,42,167,18,139832,60002982
32939029,2020-02-12,104.87,80,3267,405,188,NaN,NaN,NaN,60002982
5926527,2020-02-12,NaN,0,35,1,2,210,141,119420,60002982
7061886,2020-02-11,200.77,41,2425,193,53,172,18,160372,62637264
5926527,2020-02-11,NaN,0,36,1,2,212,136,142702,62637264
6676673,2020-02-11,138.35,350,26086,1874,266,289,21,291824,62637264
3904356,2020-02-11,NaN,0,138,4,6,1491,107,1857656,62637264
85004,2020-02-11,70.28,20,930,93,53,316,10,107960,62637264
4066298,2020-02-11,65.26,98,1496,270,31,178,38,24670,62637264
32939029,2020-02-11,116.06,44,2027,227,110,NaN,NaN,NaN,62637264
31515569,2020-02-11,39.99,567,26551,3323,1594,1293,62,578436,62637264
7061886,2020-02-10,206.88,36,1961,136,46,198,26,163437,60977201
31515569,2020-02-10,39.99,466,25485,2676,1602,1159,61,502997,60977201
3904356,2020-02-10,NaN,0,133,1,1,1469,86,1688269,60977201
85004,2020-02-10,70.37,17,840,85,33,338,10,113616,60977201
4066298,2020-02-10,64.95,130,1810,318,44,174,31,26119,60977201
5926527,2020-02-10,NaN,0,36,0,0,96,33,46113,60977201
32939029,2020-02-10,116.52,37,1812,188,107,NaN,NaN,NaN,60977201
6676673,2020-02-10,137.76,316,21754,1494,206,283,24,256413,60977201
31515569,2020-02-09,39.99,515,29025,3606,1740,1115,61,562279,61514625
7061886,2020-02-09,208.47,34,2023,155,60,198,22,175758,61514625
85004,2020-02-09,70.83,13,924,86,60,317,12,133962,61514625
3904356,2020-02-09,NaN,0,130,3,2,1379,118,1919551,61514625
32939029,2020-02-09,114.7,45,2229,229,128,NaN,NaN,NaN,61514625
4066298,2020-02-09,65.2,100,2005,304,54,146,30,26970,61514625
6676673,2020-02-09,126.3,298,15578,1357,150,252,20,221071,61514625
5926527,2020-02-09,NaN,0,43,0,4,132,75,78337,61514625
4066298,2020-02-08,61.32,130,2384,436,45,140,24,30414,60895412
85004,2020-02-08,71.34,16,1302,124,83,308,9,148946,60895412
7061886,2020-02-08,207.39,23,1673,113,46,184,24,179945,60895412
3904356,2020-02-08,NaN,0,109,3,1,1432,103,1992062,60895412
31515569,2020-02-08,39.99,281,18542,2940,1077,1029,54,530889,60895412
5926527,2020-02-08,24.99,1,50,1,0,128,69,71770,60895412
6676673,2020-02-08,126.55,285,17210,1299,149,268,23,231367,60895412
32939029,2020-02-08,113.48,48,3237,335,208,NaN,NaN,NaN,60895412
85004,2020-02-07,73.12,25,2278,197,130,360,11,142029,68851600
31515569,2020-02-07,39.99,661,31947,5784,1487,1325,59,713714,68851600
3904356,2020-02-07,NaN,0,105,1,4,1729,106,2035775,68851600
5926527,2020-02-07,NaN,0,43,0,1,131,61,71401,68851600
32939029,2020-02-07,102.75,170,5044,726,302,NaN,NaN,NaN,68851600
7061886,2020-02-07,209.51,41,2524,196,76,225,30,254158,68851600
6676673,2020-02-07,129,339,22281,1583,196,300,24,271457,68851600
4066298,2020-02-07,58.23,505,4482,1114,118,171,35,40150,68851600
31515569,2020-02-06,39.99,863,28643,5439,1553,1651,72,926900,92442096
85004,2020-02-06,73.13,41,1406,186,83,420,12,166994,92442096
6676673,2020-02-06,124.2,561,31099,2512,319,363,27,378589,92442096
32939029,2020-02-06,102.75,207,6412,1012,384,NaN,NaN,NaN,92442096
5926527,2020-02-06,NaN,0,52,1,2,210,74,87118,92442096
7061886,2020-02-06,199.17,122,6459,551,260,281,32,524992,92442096
3904356,2020-02-06,NaN,0,74,2,0,2311,156,2766803,92442096
4066298,2020-02-06,58.81,515,5097,1460,130,182,37,49770,92442096
85004,2020-02-05,73.27,36,1732,242,103,415,12,201053,104692748
3904356,2020-02-05,107.99,3,141,2,0,2388,169,3268853,104692748
4066298,2020-02-05,58.14,1221,10464,3233,273,198,40,71496,104692748
31515569,2020-02-05,39.99,617,27151,3870,1142,1825,71,1008792,104692748
6676673,2020-02-05,120.76,683,38774,3028,356,358,25,394425,104692748
7061886,2020-02-05,198.35,123,7396,683,312,286,34,517449,104692748
5926527,2020-02-05,NaN,0,44,0,0,215,73,77161,104692748
32939029,2020-02-05,102.95,187,8996,1113,610,NaN,NaN,NaN,104692748
5926527,2020-02-04,NaN,0,43,4,1,218,65,81134,118653000
7061886,2020-02-04,199.22,97,8872,690,454,267,32,574003,118653000
6676673,2020-02-04,124.58,509,47379,3191,434,367,28,517821,118653000
4066298,2020-02-04,59.39,540,6347,1905,184,209,44,70248,118653000
85004,2020-02-04,73.96,45,2117,318,141,457,13,225021,118653000
3904356,2020-02-04,107.99,1,165,3,7,2423,178,3379006,118653000
31515569,2020-02-04,39.99,609,38095,5284,1230,1802,71,1094373,118653000
32939029,2020-02-04,101.59,379,25395,3037,1875,NaN,NaN,NaN,118653000
3904356,2020-02-03,NaN,0,103,3,5,1423,92,1698829,66181092
5926527,2020-02-03,24.99,1,37,0,0,142,58,58366,66181092
32939029,2020-02-03,102.7,105,7138,857,625,NaN,NaN,NaN,66181092
31515569,2020-02-03,39.99,227,21938,2381,535,1144,65,600207,66181092
85004,2020-02-03,71.33,17,1240,148,88,316,13,145246,66181092
4066298,2020-02-03,64.28,196,3260,710,114,171,34,40187,66181092
6676673,2020-02-03,140.94,189,34564,1574,244,279,23,322046,66181092
7061886,2020-02-03,207.73,31,2483,180,68,201,22,243440,66181092
3904356,2020-02-02,NaN,0,68,0,2,1116,80,1546643,53664384
4066298,2020-02-02,65.02,111,2105,385,55,153,29,30387,53664384
6676673,2020-02-02,128.76,231,44311,1766,264,231,21,260559,53664384
5926527,2020-02-02,NaN,0,46,1,2,114,49,58281,53664384
31515569,2020-02-02,39.99,216,19671,1394,435,934,67,498554,53664384
85004,2020-02-02,70.45,13,812,73,58,276,8,117126,53664384
32939029,2020-02-02,117.9,18,1787,171,154,NaN,NaN,NaN,53664384
7061886,2020-02-02,209.38,24,1925,103,63,182,21,175695,53664384
32939029,2020-02-01,118.54,20,1400,146,99,NaN,NaN,NaN,50915683
31515569,2020-02-01,39.99,221,18276,1396,478,948,64,474394,50915683
5926527,2020-02-01,NaN,0,36,1,1,93,39,48597,50915683
7061886,2020-02-01,211.62,21,1581,120,33,171,26,151673,50915683
4066298,2020-02-01,65.22,107,1932,360,68,148,29,26210,50915683
3904356,2020-02-01,NaN,0,69,1,0,1129,93,1520990,50915683
85004,2020-02-01,70.9,16,742,76,56,286,10,137792,50915683
6676673,2020-02-01,127.62,184,41312,1711,197,215,18,251774,50915683
32939029,2020-01-31,119.12,16,1382,162,99,NaN,NaN,NaN,52732646
3904356,2020-01-31,NaN,0,60,3,2,1186,73,1286489,52732646
5926527,2020-01-31,NaN,0,54,3,4,92,46,41408,52732646
7061886,2020-01-31,215.67,18,1393,87,35,174,21,141066,52732646
31515569,2020-01-31,39.99,261,19666,1640,516,1083,65,478740,52732646
85004,2020-01-31,70.35,11,712,74,59,308,12,178717,52732646
4066298,2020-01-31,65.03,97,1609,310,71,139,30,21216,52732646
6676673,2020-01-31,127.74,259,34759,1698,225,234,23,245772,52732646
32939029,2020-01-30,117.68,18,1699,170,134,NaN,NaN,NaN,51461962
4066298,2020-01-30,65.01,112,1159,305,51,145,35,18979,51461962
31515569,2020-01-30,39.99,234,17943,1311,482,1046,67,466891,51461962
6676673,2020-01-30,127.72,244,30330,1471,211,235,18,250031,51461962
85004,2020-01-30,70.9,10,742,56,55,291,9,103030,51461962
3904356,2020-01-30,NaN,0,59,0,3,1307,92,1480920,51461962
7061886,2020-01-30,210.11,17,1562,84,31,177,22,135475,51461962
5926527,2020-01-30,NaN,0,55,0,4,118,52,44742,51461962
3904356,2020-01-29,NaN,0,66,0,0,1208,82,1428806,49320232
85004,2020-01-29,70.61,11,663,55,52,260,8,96935,49320232
5926527,2020-01-29,NaN,0,49,3,1,108,53,42008,49320232
